Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-100849,1/6/2024,1/13/2024,Standard Class,CUST-00984,Kiara Shah,Home Office,East,Odisha,Bhubaneswar,Technology,Printers,7,1648.63,0,11540.41,966.99
ORD-100850,5/23/2024,5/24/2024,First Class,CUST-00782,Prisha Nair,Consumer,Central,Madhya Pradesh,Bhopal,Technology,Monitors,5,43358.62,0,216793.1,40623.21
ORD-100851,5/16/2025,5/22/2025,First Class,CUST-00936,Reyansh Reddy,Corporate,East,West Bengal,Howrah,Office Supplies,Binders,2,2898.15,0.1,5216.67,1026.51
ORD-100852,3/4/2023,3/8/2023,First Class,CUST-01440,Prisha Das,Corporate,South,Karnataka,Bengaluru,Furniture,Tables,10,8345.95,0.1,75113.55,9105.89
ORD-100853,3/25/2025,3/31/2025,Standard Class,CUST-01965,Krishna Rao,Corporate,West,Maharashtra,Mumbai,Office Supplies,Labels,1,1329.74,0,1329.74,144.32
ORD-100854,7/10/2024,7/17/2024,First Class,CUST-01466,Vivaan Rao,Home Office,South,Tamil Nadu,Coimbatore,Technology,Phones,7,29016.77,0.3,142182.17,14788.3
ORD-100855,8/25/2025,8/30/2025,Standard Class,CUST-01189,Aadhya Joshi,Consumer,South,Kerala,Thiruvananthapuram,Technology,Monitors,11,28071.66,0.15,262470.02,55788.07
ORD-100856,10/9/2025,10/15/2025,Standard Class,CUST-01322,Myra Bose,Home Office,Central,Chhattisgarh,Raipur,Technology,Phones,3,7265.11,0.15,18526.03,1210.44
ORD-100857,3/29/2023,4/1/2023,Standard Class,CUST-00812,Aditya Malhotra,Home Office,Central,Madhya Pradesh,Indore,Office Supplies,Paper,14,2346.67,0.05,31210.71,6371.55
ORD-100858,11/30/2025,12/1/2025,Standard Class,CUST-00667,Diya Menon,Home Office,Central,Madhya Pradesh,Indore,Technology,Laptops,12,3088.29,0.15,31500.56,9409.74
ORD-100859,3/24/2024,3/29/2024,First Class,CUST-01830,Anika Reddy,Consumer,East,Jharkhand,Ranchi,Furniture,Sofas,13,2198.29,0.05,27148.88,4316.86
ORD-100860,9/19/2024,9/21/2024,Standard Class,CUST-00381,Aditya Gupta,Consumer,West,Rajasthan,Jaipur,Office Supplies,Binders,1,2951.36,0.1,2656.22,384.03
ORD-100861,1/2/2025,1/8/2025,Standard Class,CUST-01884,Aarohi Shah,Corporate,West,Maharashtra,Nagpur,Office Supplies,Pens,5,443.9,0.2,1775.6,200.24
ORD-100862,10/20/2025,10/23/2025,First Class,CUST-01403,Aarohi Sharma,Home Office,East,West Bengal,Howrah,Technology,Printers,7,13995.74,0.15,83274.65,6267.37
ORD-100863,6/27/2023,7/1/2023,Standard Class,CUST-00962,Vivaan Mehta,Corporate,East,Assam,Guwahati,Furniture,Chairs,6,17550.3,0.05,100036.71,3247.03
ORD-100864,3/19/2024,3/24/2024,First Class,CUST-00372,Myra Kumar,Home Office,West,Maharashtra,Mumbai,Office Supplies,Envelopes,9,1538.08,0.3,9689.9,3382.82
ORD-100865,4/10/2023,4/13/2023,First Class,CUST-00874,Vihaan Iyer,Corporate,Central,Madhya Pradesh,Indore,Furniture,Sofas,1,20498.08,0.1,18448.27,2638.91
ORD-100866,5/25/2024,5/26/2024,Standard Class,CUST-00911,Vihaan Reddy,Consumer,West,Gujarat,Surat,Furniture,Tables,11,8211.34,0.3,63227.32,9154
ORD-100867,2/18/2023,2/22/2023,Standard Class,CUST-00069,Krishna Malhotra,Home Office,West,Rajasthan,Jodhpur,Furniture,Storage,9,13554.4,0,121989.6,12835.34
ORD-100868,6/22/2024,6/28/2024,Standard Class,CUST-01362,Reyansh Bose,Consumer,East,Jharkhand,Ranchi,Office Supplies,Paper,3,409.52,0,1228.56,392.38
ORD-100869,9/5/2025,9/6/2025,Standard Class,CUST-00801,Aarav Joshi,Consumer,South,Telangana,Hyderabad,Furniture,Chairs,5,11684.79,0,58423.95,3442.6
ORD-100870,6/28/2024,7/3/2024,Same Day,CUST-00387,Aarohi Das,Corporate,Central,Madhya Pradesh,Indore,Technology,Laptops,14,16865.29,0.3,165279.84,25375.82
ORD-100871,5/26/2023,5/28/2023,Standard Class,CUST-01543,Saanvi Joshi,Corporate,South,Telangana,Hyderabad,Technology,Phones,2,37325.44,0,74650.88,17423.78
ORD-100872,6/3/2025,6/4/2025,Standard Class,CUST-00261,Aarohi Shah,Corporate,East,Jharkhand,Ranchi,Furniture,Bookcases,14,19417.18,0.05,258248.49,5734.73
ORD-100873,11/19/2023,11/21/2023,Standard Class,CUST-01592,Arjun Verma,Home Office,Central,Chhattisgarh,Raipur,Technology,Printers,2,19018.85,0,38037.7,6479.19
ORD-100874,11/30/2024,12/3/2024,Standard Class,CUST-00187,Aarohi Mehta,Home Office,Central,Chhattisgarh,Raipur,Technology,Printers,13,1354.06,0,17602.78,2023.5
ORD-100875,7/3/2024,7/6/2024,Second Class,CUST-00687,Anika Malhotra,Consumer,East,Assam,Guwahati,Office Supplies,Pens,6,2285.66,0.1,12342.56,1444.32
ORD-100876,1/21/2024,1/28/2024,Standard Class,CUST-01192,Anika Nair,Home Office,Central,Madhya Pradesh,Indore,Furniture,Bookcases,6,13754.51,0.05,78400.71,4942.41
ORD-100877,5/20/2024,5/22/2024,Standard Class,CUST-00941,Kiara Mehta,Corporate,Central,Chhattisgarh,Raipur,Technology,Printers,8,1039.37,0.1,7483.46,825.43
ORD-100878,2/10/2025,2/17/2025,Standard Class,CUST-00862,Reyansh Kumar,Corporate,Central,Chhattisgarh,Raipur,Furniture,Bookcases,9,24416.14,0.1,197770.73,35659.53
ORD-100879,8/10/2023,8/14/2023,Standard Class,CUST-00221,Kiara Menon,Consumer,West,Goa,Panaji,Furniture,Tables,13,24021.75,0,312282.75,-8891.28
ORD-100880,5/16/2025,5/18/2025,Second Class,CUST-00452,Riya Shah,Home Office,North,Uttarakhand,Dehradun,Furniture,Bookcases,5,3455.62,0.2,13822.48,1791.28
ORD-100881,4/29/2024,5/1/2024,Standard Class,CUST-00187,Prisha Shah,Corporate,North,Uttarakhand,Dehradun,Technology,Laptops,10,20719.79,0,207197.9,54097.15
ORD-100882,7/15/2023,7/17/2023,Same Day,CUST-00892,Prisha Shah,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Paper,5,312.29,0,1561.45,-199.34
ORD-100883,6/17/2023,6/21/2023,First Class,CUST-01379,Aarohi Malhotra,Home Office,West,Goa,Panaji,Technology,Printers,1,7177.17,0.1,6459.45,847.28
ORD-100884,10/19/2025,10/24/2025,Second Class,CUST-00828,Reyansh Patel,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Pens,10,2217.32,0.2,17738.56,3698.93
ORD-100885,8/18/2024,8/20/2024,Second Class,CUST-00045,Aadhya Kapoor,Consumer,West,Goa,Panaji,Office Supplies,Envelopes,2,1140.15,0.3,1596.21,297.71
ORD-100886,7/1/2025,7/5/2025,Same Day,CUST-00449,Prisha Pillai,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Pens,5,1389.15,0.3,4862.02,1419.49
ORD-100887,2/20/2025,2/23/2025,Second Class,CUST-01076,Krishna Bose,Consumer,North,Punjab,Ludhiana,Technology,Laptops,9,40197.77,0,361779.93,104494.23
ORD-100888,1/16/2024,1/18/2024,Second Class,CUST-00964,Saanvi Nair,Consumer,West,Rajasthan,Jaipur,Office Supplies,Paper,10,2364.97,0,23649.7,3905.98
ORD-100889,6/7/2023,6/8/2023,First Class,CUST-01910,Sai Singh,Home Office,North,Haryana,Gurugram,Office Supplies,Labels,12,2070.64,0,24847.68,4923.64
ORD-100890,7/11/2024,7/16/2024,Standard Class,CUST-01248,Diya Kapoor,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Paper,14,778.92,0,10904.88,3348.18
ORD-100891,8/14/2023,8/20/2023,Standard Class,CUST-00809,Kiara Menon,Consumer,South,Tamil Nadu,Chennai,Furniture,Sofas,8,1729.92,0.3,9687.55,1940.92
ORD-100892,11/30/2025,12/3/2025,Standard Class,CUST-00424,Aditya Shah,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Labels,8,1395.2,0,11161.6,2813.22
ORD-100893,4/24/2025,4/28/2025,First Class,CUST-01537,Arjun Bose,Consumer,West,Rajasthan,Jodhpur,Furniture,Sofas,4,16756.36,0.2,53620.35,10671.71
ORD-100894,9/10/2024,9/14/2024,Standard Class,CUST-00420,Myra Iyer,Corporate,South,Tamil Nadu,Chennai,Technology,Printers,8,28831.8,0.3,161458.08,32854.04
ORD-100895,7/27/2023,7/30/2023,First Class,CUST-01050,Kiara Das,Home Office,East,West Bengal,Howrah,Office Supplies,Labels,2,218.62,0.1,393.52,86.56
ORD-100896,5/19/2023,5/22/2023,Same Day,CUST-01292,Anika Joshi,Consumer,East,Odisha,Bhubaneswar,Technology,Laptops,3,7182.52,0.1,19392.8,-2298.36
ORD-100897,7/31/2025,8/3/2025,Standard Class,CUST-01053,Vivaan Menon,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Envelopes,8,1546.42,0.3,8659.95,2283.3
ORD-100898,11/11/2023,11/18/2023,Standard Class,CUST-00565,Aadhya Singh,Consumer,West,Rajasthan,Jodhpur,Technology,Accessories,4,2354.44,0,9417.76,670.53
ORD-100899,2/3/2024,2/7/2024,Standard Class,CUST-01759,Vivaan Kumar,Corporate,Central,Madhya Pradesh,Indore,Technology,Laptops,5,32376.39,0.05,153787.85,-2507.85
ORD-100900,12/6/2023,12/12/2023,Second Class,CUST-00529,Prisha Menon,Home Office,West,Maharashtra,Mumbai,Office Supplies,Pens,6,232.35,0.3,975.87,81.26
ORD-100901,10/30/2024,11/4/2024,First Class,CUST-01925,Anika Rao,Consumer,South,Telangana,Hyderabad,Technology,Laptops,7,43064.31,0.3,211015.12,49457.11
ORD-100902,9/7/2024,9/14/2024,Standard Class,CUST-01036,Diya Malhotra,Consumer,East,West Bengal,Kolkata,Office Supplies,Paper,3,1072.69,0,3218.07,515.1
ORD-100903,6/16/2023,6/18/2023,Same Day,CUST-00886,Arjun Malhotra,Corporate,South,Telangana,Hyderabad,Technology,Phones,1,16061.79,0.2,12849.43,3130.94
ORD-100904,8/31/2023,9/3/2023,Standard Class,CUST-01251,Sai Mehta,Home Office,South,Andhra Pradesh,Visakhapatnam,Technology,Printers,7,29930.99,0.05,199041.08,19167.44
ORD-100905,6/19/2023,6/20/2023,Standard Class,CUST-00005,Aarohi Nair,Corporate,North,Delhi,Rohini,Furniture,Storage,2,5013.45,0,10026.9,397.86
ORD-100906,1/1/2025,1/7/2025,Standard Class,CUST-01259,Aarav Patel,Corporate,Central,Madhya Pradesh,Bhopal,Furniture,Bookcases,10,16779.33,0,167793.3,29007.19
ORD-100907,10/1/2025,10/2/2025,First Class,CUST-01242,Krishna Nair,Consumer,East,Assam,Guwahati,Office Supplies,Envelopes,5,809.84,0,4049.2,346.83
ORD-100908,4/3/2024,4/9/2024,Standard Class,CUST-00628,Ishaan Chopra,Home Office,East,West Bengal,Howrah,Technology,Laptops,8,4156.64,0.15,28265.15,8252.43
ORD-100909,9/25/2024,10/1/2024,Standard Class,CUST-00920,Arjun Iyer,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,10,900.43,0,9004.3,2590.45
ORD-100910,10/17/2024,10/22/2024,Second Class,CUST-01344,Vivaan Joshi,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Envelopes,12,1881.5,0.05,21449.1,3927.84
ORD-100911,3/6/2023,3/13/2023,Same Day,CUST-01671,Ananya Malhotra,Home Office,East,Jharkhand,Ranchi,Technology,Printers,13,9653.08,0.15,106666.53,8570.29
ORD-100912,1/12/2024,1/13/2024,Standard Class,CUST-01015,Krishna Patel,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Bookcases,3,15683.31,0.05,44697.43,7818.78
ORD-100913,1/8/2025,1/14/2025,First Class,CUST-00681,Anika Kumar,Corporate,East,Assam,Guwahati,Office Supplies,Binders,9,1938.83,0.05,16577,3699.68
ORD-100914,2/7/2024,2/11/2024,Same Day,CUST-00037,Saanvi Kapoor,Home Office,North,Uttar Pradesh,Kanpur,Office Supplies,Pens,8,145.01,0,1160.08,396.16
ORD-100915,5/4/2025,5/8/2025,Standard Class,CUST-01369,Prisha Kumar,Corporate,Central,Madhya Pradesh,Indore,Technology,Laptops,-11,36042.78,0,396470.58,48847.36
ORD-100916,3/30/2024,4/6/2024,First Class,CUST-01501,Ishaan Shah,Consumer,West,Gujarat,Surat,Furniture,Chairs,5,24515.28,0.2,98061.12,-9926.65
ORD-100917,12/29/2025,1/4/2026,Second Class,CUST-00674,Ayaan Das,Home Office,Central,Chhattisgarh,Raipur,Technology,Printers,3,26417.81,0.05,75290.76,-8167.79
ORD-100918,6/12/2024,6/14/2024,Second Class,CUST-00592,Ishaan Menon,Consumer,East,Bihar,Patna,Furniture,Sofas,6,20444.83,0,122668.98,18559.29
ORD-100919,11/15/2023,11/22/2023,Standard Class,CUST-01569,Kiara Bose,Consumer,North,Delhi,New Delhi,Furniture,Bookcases,8,3899.92,0.15,26519.46,2324.52
ORD-100920,6/20/2023,6/23/2023,Same Day,CUST-01271,Aditya Gupta,Home Office,North,Haryana,Gurugram,Office Supplies,Paper,12,2785.69,0,33428.28,4701.56
ORD-100921,12/31/2025,1/2/2026,Standard Class,CUST-00390,Riya Das,Corporate,West,Rajasthan,Jaipur,Office Supplies,Labels,9,1129.06,0.2,8129.23,1598.7
ORD-100922,4/9/2024,4/16/2024,First Class,CUST-01170,Diya Sharma,Consumer,West,Goa,Panaji,Office Supplies,Pens,1,1329.43,0.3,930.6,228.46
ORD-100923,5/1/2025,5/7/2025,Standard Class,CUST-00970,Aarohi Menon,Home Office,North,Haryana,Faridabad,Furniture,Chairs,13,23622.44,0,307091.72,20924.78
ORD-100924,3/8/2023,3/15/2023,Standard Class,CUST-01362,Arjun Kumar,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Labels,2,382.07,0,764.14,101.87
ORD-100925,4/23/2025,4/24/2025,Standard Class,CUST-00191,Arjun Pillai,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Pens,5,2663.04,0.15,11317.92,2878.93
ORD-100926,7/14/2023,7/17/2023,First Class,CUST-01724,Kiara Menon,Home Office,East,Bihar,Patna,Furniture,Tables,4,7718.94,0,30875.76,5656.11
ORD-100927,8/31/2024,9/5/2024,Same Day,CUST-00552,Vivaan Iyer,Corporate,East,West Bengal,Howrah,Technology,Phones,7,38830.96,0,271816.72,71115.02
ORD-100928,8/7/2023,8/11/2023,Standard Class,CUST-00345,Sai Kapoor,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Binders,9,2758.4,0.05,23584.32,3492.96
ORD-100929,8/21/2025,8/23/2025,Standard Class,CUST-00488,Vivaan Malhotra,Home Office,South,Tamil Nadu,Chennai,Technology,Phones,5,34099.37,0.05,161972.01,26747.23
ORD-100930,12/16/2025,12/19/2025,Standard Class,CUST-00523,Riya Das,Home Office,East,Odisha,Bhubaneswar,Technology,Printers,4,37968.94,0,,35253.81
ORD-100931,6/2/2024,6/8/2024,Same Day,CUST-00473,Ayaan Verma,Consumer,South,Telangana,Hyderabad,Technology,Monitors,4,35051.91,0,140207.64,30010.11
ORD-100932,3/22/2024,3/25/2024,Standard Class,CUST-00296,Arjun Reddy,Home Office,North,Uttarakhand,Dehradun,Office Supplies,Binders,2,548.74,0.15,932.86,211.91
ORD-100933,11/28/2025,12/4/2025,Standard Class,CUST-01944,Krishna Malhotra,Consumer,East,Jharkhand,Ranchi,Technology,Laptops,-4,44317.8,0.05,168407.64,47886.21
ORD-100934,5/6/2023,5/13/2023,First Class,CUST-00873,Aarav Das,Consumer,North,Uttar Pradesh,Kanpur,Office Supplies,Labels,3,148.66,0.1,401.38,49.97
ORD-100935,12/13/2024,12/16/2024,Same Day,CUST-00898,Arjun Sharma,Corporate,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Pens,5,412.55,0,2062.75,569.35
ORD-100936,11/9/2025,11/15/2025,Second Class,CUST-00042,Aditya Kapoor,Corporate,South,Karnataka,Mysuru,Technology,Monitors,5,36891.45,0.1,166011.52,17161.91
ORD-100937,5/31/2024,6/7/2024,Standard Class,CUST-01577,Kiara Malhotra,Consumer,South,Telangana,Hyderabad,Office Supplies,Envelopes,-1,1527.44,0.15,1298.32,398.57
ORD-100938,8/11/2023,8/17/2023,Standard Class,CUST-00967,Riya Patel,Home Office,East,Jharkhand,Ranchi,Office Supplies,Pens,7,2203.75,0.15,13112.31,2968.68
ORD-100939,12/31/2024,1/4/2025,Standard Class,CUST-00281,Ayaan Malhotra,Home Office,South,Telangana,Hyderabad,Office Supplies,Labels,2,1779.24,0,3558.48,773.11
ORD-100940,5/29/2023,5/30/2023,Standard Class,CUST-00247,Krishna Kapoor,Consumer,Central,Chhattisgarh,Raipur,Furniture,Tables,1,8000.67,0.1,7200.6,-529.13
ORD-100941,4/29/2024,5/4/2024,Second Class,CUST-01109,Sai Sharma,Home Office,North,Delhi,Dwarka,Technology,Monitors,13,31155.4,0.05,384769.19,-63330.52
ORD-100942,4/23/2025,4/26/2025,Standard Class,CUST-01543,Myra Menon,Corporate,North,Delhi,Rohini,Office Supplies,Envelopes,12,1916.15,0.15,19544.73,5580.08
ORD-100943,2/13/2023,2/19/2023,Standard Class,CUST-00405,Arjun Rao,Home Office,East,Odisha,Bhubaneswar,Technology,Laptops,3,7623.19,0.05,21726.09,3593.26
ORD-100944,10/3/2023,10/4/2023,Standard Class,CUST-00326,Aarohi Chopra,Home Office,North,Punjab,Amritsar,Office Supplies,Pens,12,47.81,0,,84.11
ORD-100945,5/10/2025,5/11/2025,Standard Class,CUST-01066,Kiara Pillai,Consumer,North,Punjab,Ludhiana,Furniture,Sofas,12,18380.37,0,220564.44,48162.89
ORD-100946,11/6/2024,11/10/2024,Second Class,CUST-00533,Riya Patel,Consumer,South,Telangana,Hyderabad,Technology,Printers,13,4913.43,0.3,44712.21,6723.54
ORD-100947,2/6/2024,2/10/2024,First Class,CUST-01435,Kiara Reddy,Consumer,East,Jharkhand,Ranchi,Technology,Monitors,3,36103.16,0,108309.48,10940.22
ORD-100948,10/4/2023,10/5/2023,Standard Class,CUST-01132,Aditya Mehta,Consumer,Central,Madhya Pradesh,Bhopal,Technology,Laptops,10,25201.28,0,252012.8,58786.48
ORD-100949,10/6/2023,10/13/2023,First Class,CUST-01280,Myra Gupta,Consumer,South,Karnataka,Mysuru,Office Supplies,Paper,4,1855.64,0,7422.56,970.62
ORD-100950,10/21/2024,10/25/2024,First Class,CUST-01481,Aarav Gupta,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Chairs,12,9400.31,0,112803.72,19939
ORD-100951,6/16/2023,6/17/2023,Standard Class,CUST-00724,Ananya Chopra,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Envelopes,13,1671.6,0,21730.8,1769.15
ORD-100952,8/16/2024,8/23/2024,Second Class,CUST-01070,Aditya Iyer,Home Office,East,Bihar,Patna,Furniture,Tables,9,19215.98,0.3,121060.67,3276.18
ORD-100953,3/28/2023,3/31/2023,Standard Class,CUST-01815,Ayaan Chopra,Consumer,West,Goa,Panaji,Office Supplies,Labels,1,2242.29,0,2242.29,301.97
ORD-100954,11/22/2025,11/25/2025,Standard Class,CUST-00659,Diya Verma,Consumer,Central,Madhya Pradesh,Indore,Office Supplies,Binders,13,2875.06,0.1,33638.2,6032.81
ORD-100955,2/7/2025,2/13/2025,Standard Class,CUST-01611,Aarav Shah,Corporate,North,Uttarakhand,Dehradun,Office Supplies,Binders,7,994.26,0.3,4871.87,585.6
ORD-100956,12/12/2025,12/14/2025,First Class,CUST-01875,Anika Sharma,Consumer,South,Karnataka,Bengaluru,Furniture,Chairs,5,8195.62,0,40978.1,8004.26
ORD-100957,12/30/2023,1/4/2024,First Class,CUST-00497,Arjun Gupta,Home Office,West,Goa,Panaji,Office Supplies,Labels,9,2989.08,0,26901.72,4827.34
ORD-100958,12/16/2023,12/21/2023,First Class,CUST-01486,Anika Malhotra,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Binders,13,1356.86,0,17639.18,4850.05
ORD-100959,6/18/2023,6/22/2023,Standard Class,CUST-01775,Vivaan Nair,Consumer,North,Uttar Pradesh,Noida,Technology,Printers,13,39935.71,0.15,441289.6,87490.55
ORD-100960,11/27/2024,12/2/2024,Standard Class,CUST-00574,Ishaan Pillai,Home Office,South,Kerala,Kochi,Technology,Phones,7,17922.89,0.1,112914.21,17293.43
ORD-100961,2/16/2023,2/23/2023,Standard Class,CUST-00275,Myra Shah,Home Office,South,Karnataka,Mysuru,Furniture,Storage,5,17633.96,0.15,74944.33,1547.12
ORD-100962,3/18/2023,3/21/2023,Same Day,CUST-01078,Krishna Kapoor,Consumer,North,Haryana,Gurugram,Furniture,Tables,14,15794.06,0.15,187949.31,17121.92
ORD-100963,3/30/2024,4/6/2024,Standard Class,CUST-01243,Reyansh Singh,Corporate,South,Karnataka,Bengaluru,Furniture,Storage,12,20019.58,0,240234.96,9272.62
ORD-100964,3/19/2024,3/21/2024,Second Class,CUST-00671,Aadhya Reddy,Consumer,West,Rajasthan,Jaipur,Furniture,Sofas,2,15034.49,0.3,21048.29,2445.7
ORD-100965,12/10/2025,12/11/2025,Standard Class,CUST-00262,Riya Pillai,Home Office,North,Punjab,Ludhiana,Technology,Phones,13,29083.49,0.2,302468.3,20027.45
ORD-100966,8/25/2025,8/31/2025,Same Day,CUST-01393,Reyansh Chopra,Consumer,West,Rajasthan,Jodhpur,Technology,Monitors,7,26309.28,0,184164.96,35059.69
ORD-100967,4/29/2023,4/30/2023,First Class,CUST-00463,Ayaan Chopra,Home Office,East,Assam,Guwahati,Technology,Monitors,5,25449.37,0,127246.85,25560.32
ORD-100968,10/13/2023,10/20/2023,Second Class,CUST-00925,Krishna Mehta,Consumer,West,Gujarat,Ahmedabad,Technology,Laptops,9,30602.82,0,275425.38,69199.87
ORD-100969,3/16/2023,3/22/2023,Second Class,CUST-01917,Aadhya Malhotra,Corporate,East,Odisha,Bhubaneswar,Technology,Phones,13,12507.02,0.15,138202.57,35416.12
ORD-100970,7/16/2023,7/17/2023,Standard Class,CUST-01812,Riya Gupta,Consumer,South,Andhra Pradesh,Visakhapatnam,Technology,Laptops,4,22672.38,0.15,77086.09,5339.33
ORD-100971,7/22/2025,7/23/2025,First Class,CUST-01043,Kiara Nair,Corporate,East,Odisha,Bhubaneswar,Technology,Laptops,6,3105.52,0,18633.12,2488.63
ORD-100972,9/20/2025,9/24/2025,Second Class,CUST-01836,Kiara Sharma,Corporate,Central,Madhya Pradesh,Bhopal,Technology,Accessories,1,35427.92,0,35427.92,8039.31
ORD-100973,12/2/2024,12/5/2024,Second Class,CUST-00925,Aarav Shah,Consumer,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Paper,10,2370.07,0,23700.7,-3124.82
ORD-100974,5/13/2023,5/20/2023,Second Class,CUST-01447,Prisha Shah,Corporate,East,Bihar,Patna,Technology,Printers,3,20088.86,0.2,48213.26,4187.95
ORD-100975,2/8/2025,2/15/2025,Standard Class,CUST-01305,Prisha Singh,Corporate,East,Assam,Guwahati,Furniture,Storage,13,8742.26,0.15,96601.97,10317.46
ORD-100976,10/21/2025,10/24/2025,First Class,CUST-00290,Saanvi Chopra,Consumer,Central,Madhya Pradesh,Bhopal,Technology,Phones,13,4442.72,0.05,54867.59,5769.49
ORD-100977,2/17/2023,2/22/2023,Same Day,CUST-00443,Ishaan Menon,Corporate,West,Gujarat,Surat,Office Supplies,Labels,1,1802.71,0.3,1261.9,351.6
ORD-100978,3/27/2024,3/30/2024,Second Class,CUST-00584,Aarav Joshi,Consumer,Central,Chhattisgarh,Raipur,Technology,Monitors,9,44926.46,0,404338.14,114540.23
ORD-100979,10/19/2023,10/25/2023,Second Class,CUST-00545,Aditya Menon,Corporate,Central,Chhattisgarh,Raipur,Furniture,Tables,6,16350.08,0,98100.48,10226.94
ORD-100980,5/30/2023,6/6/2023,First Class,CUST-00643,Prisha Mehta,Home Office,South,Karnataka,Mysuru,Technology,Phones,3,28809.89,0.05,82108.19,20232.52
ORD-100981,1/29/2024,2/5/2024,Standard Class,CUST-00337,Aarohi Singh,Home Office,East,Jharkhand,Ranchi,Furniture,Bookcases,1,3663.74,0,,373.63
ORD-100982,3/11/2025,3/15/2025,Standard Class,CUST-00686,Aarav Verma,Home Office,North,Delhi,New Delhi,Technology,Printers,2,37871.2,0.05,71955.28,10502.47
ORD-100983,7/25/2024,7/26/2024,Standard Class,CUST-01069,Reyansh Kapoor,Consumer,East,Assam,Guwahati,Technology,Accessories,13,25948.32,0,337328.16,66434.2
ORD-100984,4/14/2023,4/20/2023,Standard Class,CUST-01463,Myra Iyer,Corporate,East,Odisha,Bhubaneswar,Furniture,Sofas,5,5264.33,0.2,21057.32,1946.69
ORD-100985,9/24/2023,9/29/2023,First Class,CUST-01891,Vivaan Nair,Home Office,South,Kerala,Kochi,Office Supplies,Binders,12,1016.84,0.3,8541.46,743.73
ORD-100986,6/23/2024,6/24/2024,Standard Class,CUST-00644,Diya Nair,Consumer,West,Rajasthan,Jaipur,Technology,Laptops,2,1576.53,0,3153.06,813.25
ORD-100987,8/14/2025,8/19/2025,Standard Class,CUST-01537,Saanvi Singh,Home Office,North,Uttar Pradesh,Lucknow,Furniture,Tables,10,7408.31,0,74083.1,-2450.38
ORD-100988,8/15/2025,8/19/2025,Standard Class,CUST-01214,Vivaan Nair,Corporate,Central,Chhattisgarh,Raipur,Furniture,Tables,11,8029.16,0.1,79488.68,16544.44
ORD-100989,3/21/2025,3/24/2025,Standard Class,CUST-00816,Aarohi Menon,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Pens,4,792.7,0.1,2853.72,559.35
ORD-100990,10/20/2025,10/26/2025,Standard Class,CUST-00397,Krishna Pillai,Home Office,Central,Madhya Pradesh,Bhopal,Furniture,Tables,8,21920.07,0,175360.56,33035.6
ORD-100991,11/27/2024,12/3/2024,Standard Class,CUST-00653,Saanvi Sharma,Home Office,West,Goa,Panaji,Technology,Laptops,2,8781.51,0,17563.02,4402.36
ORD-100992,2/16/2023,2/20/2023,Standard Class,CUST-01017,Ayaan Chopra,Corporate,Central,Chhattisgarh,Raipur,Office Supplies,Binders,1,1385.4,0.2,1108.32,233.19
ORD-100993,2/1/2023,2/4/2023,Standard Class,CUST-00177,Aadhya Joshi,Consumer,North,Uttar Pradesh,Kanpur,Furniture,Tables,6,4030.22,0.15,,742.42
ORD-100994,8/3/2023,8/9/2023,First Class,CUST-00285,Ananya Kapoor,Home Office,East,Jharkhand,Ranchi,Technology,Monitors,3,32893.3,0,98679.9,17181.68
ORD-100995,3/22/2023,3/27/2023,Standard Class,CUST-00260,Vivaan Mehta,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Envelopes,9,1321.82,0,11896.38,3294.91
ORD-100996,4/15/2024,4/21/2024,Standard Class,CUST-01249,Anika Menon,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Pens,10,2301.23,0.15,19560.45,2404.08
ORD-100997,7/14/2025,7/20/2025,Standard Class,CUST-00823,Myra Chopra,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Labels,3,1838.47,0.05,5239.64,610.66
ORD-100998,1/18/2024,1/19/2024,Standard Class,CUST-01090,Aarohi Chopra,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Binders,11,2259.1,0.3,17395.07,4477.11
ORD-100999,6/12/2025,6/17/2025,Standard Class,CUST-01090,Ananya Pillai,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Envelopes,12,2870.71,0,,3397.27
